#=====================================================
# iance$|noun|iant$|adj|2013|ORG_RULE|CHILD
# Total count: 34
#=====================================================
rueful|adj|E0053939|ruefulness|noun|E0360461|yes
smart|adj|E0056373|smartness|noun|E0056375|yes
torpid|adj|E0061436|torpidness|noun|E0061438|yes
dreamful|adj|E0540209|dreamfulness|noun|E0540210|yes
stubborn|adj|E0058258|stubbornness|noun|E0058259|yes
undiscernible|adj|E0226505|undiscernibleness|noun|E0226506|yes
rootless|adj|E0053792|rootlessness|noun|E0053793|yes
bloated|adj|E0013433|bloatedness|noun|E0233319|yes
unconscious|adj|E0062982|unconsciousness|noun|E0062983|yes
wicked|adj|E0065415|wickedness|noun|E0065416|yes
recuperative|adj|E0052319|recuperativeness|noun|E0526977|yes
gasless|adj|E0428360|gaslessness|noun|E0556347|yes
unlevel|adj|E0543039|unlevelness|noun|E0543038|yes
normal|adj|E0043012|normalness|noun|E0537921|yes
stereoblind|adj|E0514133|stereoblindness|noun|E0514132|yes
bonded|adj|E0226171|bondedness|noun|E0226172|yes
libidinous|adj|E0037448|libidinousness|noun|E0587456|yes
argumentative|adj|E0010381|argumentativeness|noun|E0010382|yes
unlawful|adj|E0330768|unlawfulness|noun|E0513590|yes
mistrustful|adj|E0040547|mistrustfulness|noun|E0040548|yes
objectless|adj|E0538029|objectlessness|noun|E0538030|yes
delightful|adj|E0021379|delightfulness|noun|E0021380|yes
venturesome|adj|E0229811|venturesomeness|noun|E0229810|yes
soothing|adj|E0539896|soothingness|noun|E0539895|yes
beneficial|adj|E0012342|beneficialness|noun|E0540275|yes
damp|adj|E0020762|dampness|noun|E0020766|yes
schizoid|adj|E0054577|schizoidness|noun|E0556374|yes
evocative|adj|E0026468|evocativeness|noun|E0526615|yes
pink|adj|E0047987|pinkness|noun|E0538069|yes
expansive|adj|E0026723|expansiveness|noun|E0026724|yes
horrid|adj|E0032023|horridness|noun|E0032024|yes
lifelike|adj|E0037500|lifelikeness|noun|E0484694|yes
paired|adj|E0603323|pairedness|noun|E0603325|yes
unconspicuous|adj|E0233146|unconspicuousness|noun|E0540253|yes
precontemplative|adj|E0611593|precontemplativeness|noun|E0611594|yes
gifted|adj|E0029738|giftedness|noun|E0226371|yes
heterogenous|adj|E0031509|heterogenousness|noun|E0537955|yes
kind|adj|E0036524|kindness|noun|E0036531|yes
eared|adj|E0415895|earedness|noun|E0221711|yes
unbounded|adj|E0312709|unboundedness|noun|E0538134|yes
amorphous|adj|E0008620|amorphousness|noun|E0008621|yes
unrewarding|adj|E0312897|unrewardingness|noun|E0559661|yes
positive|adj|E0049037|positiveness|noun|E0049043|yes
osmo-responsive|adj|E0233705|osmo-responsiveness|noun|E0233704|yes
plain|adj|E0048147|plainness|noun|E0048150|yes
discursive|adj|E0023258|discursiveness|noun|E0023259|yes
callous|adj|E0014783|callousness|noun|E0014784|yes
iniquitous|adj|E0034648|iniquitousness|noun|E0587477|yes
stuck|adj|E0598279|stuckness|noun|E0598278|yes
timeless|adj|E0061090|timelessness|noun|E0061091|yes
covetous|adj|E0019468|covetousness|noun|E0019469|yes
androgynous|adj|E0008904|androgynousness|noun|E0587587|yes
unselfish|adj|E0230124|unselfishness|noun|E0513569|yes
low|adj|E0038104|lowness|noun|E0038121|yes
binding|adj|E0012942|bindingness|noun|E0539901|yes
evasive|adj|E0026432|evasiveness|noun|E0026433|yes
hyper-adhesive|adj|E0233713|hyper-adhesiveness|noun|E0233712|yes
home-like|adj|E0031854|home-likeness|noun|E0226336|yes
reactive|adj|E0052081|reactiveness|noun|E0052082|yes
gross|adj|E0030447|grossness|noun|E0030450|yes
variable|adj|E0064008|variableness|noun|E0064009|yes
common|adj|E0018037|commonness|noun|E0018040|yes
freewheeling|adj|E0539886|freewheelingness|noun|E0539887|yes
conclusive|adj|E0018314|conclusiveness|noun|E0226219|yes
non-selective|adj|E0042912|non-selectiveness|noun|E0526888|yes
nonsensical|adj|E0042914|nonsensicalness|noun|E0728706|yes
able|adj|E0006510|ableness|noun|E0540167|yes
noncorrelated|adj|E0330656|noncorrelatedness|noun|E0559707|yes
left eyed|adj|E0588541|left eyedness|noun|E0588540|yes
incongruous|adj|E0034040|incongruousness|noun|E0205872|yes
rewardless|adj|E0543220|rewardlessness|noun|E0543221|yes
error-prone|adj|E0236797|error-proneness|noun|E0597124|yes
disadvantageous|adj|E0023137|disadvantageousness|noun|E0587586|yes
drunken|adj|E0024026|drunkenness|noun|E0024027|yes
scripted|adj|E0226204|scriptedness|noun|E0226205|yes
voiceless|adj|E0064843|voicelessness|noun|E0064844|yes
nonadaptive|adj|E0523670|nonadaptiveness|noun|E0526896|yes
fatherless|adj|E0027395|fatherlessness|noun|E0027396|yes
dogged|adj|E0023684|doggedness|noun|E0023685|yes
pious|adj|E0048010|piousness|noun|E0048011|yes
mad|adj|E0038538|madness|noun|E0038542|yes
blithesome|adj|E0359793|blithesomeness|noun|E0597129|yes
inevitable|adj|E0034305|inevitableness|noun|E0540127|yes
costeffective|adj|E0354078|costeffectiveness|noun|E0019323|yes
disturbing|adj|E0513573|disturbingness|noun|E0513572|yes
suitable|adj|E0058869|suitableness|noun|E0058870|yes
sulfureous|adj|E0553891|sulfureousness|noun|E0587840|yes
Gothic|adj|E0002811|Gothicness|noun|E0002812|yes
riskless|adj|E0230209|risklessness|noun|E0543234|yes
assertive|adj|E0010834|assertiveness|noun|E0010835|yes
right footed|adj|E0588095|right footedness|noun|E0588097|yes
self-reflective|adj|E0221439|self-reflectiveness|noun|E0221438|yes
repressive|adj|E0052865|repressiveness|noun|E0052866|yes
sincere|adj|E0056003|sincereness|noun|E0056004|yes
extractable|adj|E0026949|extractableness|noun|E0026950|yes
resentful|adj|E0052941|resentfulness|noun|E0052942|yes
curable|adj|E0020142|curableness|noun|E0538063|yes
inert|adj|E0034299|inertness|noun|E0034301|yes
overtired|adj|E0357583|overtiredness|noun|E0357582|yes
connected|adj|E0018549|connectedness|noun|E0018550|yes
assured|adj|E0226165|assuredness|noun|E0226164|yes
headed|adj|E0438655|headedness|noun|E0438656|yes
cross|adj|E0019827|crossness|noun|E0019845|yes
extrapunitive|adj|E0229829|extrapunitiveness|noun|E0229830|yes
vapid|adj|E0063998|vapidness|noun|E0064000|yes
pugnacious|adj|E0051052|pugnaciousness|noun|E0051053|yes
raceless|adj|E0543232|racelessness|noun|E0543231|yes
blase|adj|E0203620|blaseness|noun|E0071184|yes
aware|adj|E0011454|awareness|noun|E0011455|yes
contented|adj|E0430819|contentedness|noun|E0430820|yes
vexatious|adj|E0229883|vexatiousness|noun|E0229884|yes
cost effective|adj|E0354078|cost effectiveness|noun|E0019323|yes
shrill|adj|E0055752|shrillness|noun|E0055753|yes
adequate|adj|E0007345|adequateness|noun|E0233320|yes
trustful|adj|E0062397|trustfulness|noun|E0513570|yes
generative|adj|E0029549|generativeness|noun|E0526895|yes
venomous|adj|E0064251|venomousness|noun|E0537962|yes
vociferous|adj|E0233201|vociferousness|noun|E0537906|yes
pallid|adj|E0045120|pallidness|noun|E0045122|yes
inconclusive|adj|E0034037|inconclusiveness|noun|E0034038|yes
odd|adj|E0043584|oddness|noun|E0233308|yes
jocose|adj|E0036221|jocoseness|noun|E0036222|yes
previous|adj|E0049950|previousness|noun|E0537948|yes
selfsame|adj|E0538609|selfsameness|noun|E0538610|yes
nonrandom|adj|E0042901|nonrandomness|noun|E0226230|yes
susceptive|adj|E0523379|susceptiveness|noun|E0526659|yes
injured|adj|E0559842|injuredness|noun|E0559843|yes
clawless|adj|E0434384|clawlessness|noun|E0543244|yes
interwoven|adj|E0226156|interwovenness|noun|E0226158|yes
foreign|adj|E0028522|foreignness|noun|E0226353|yes
supercilious|adj|E0059005|superciliousness|noun|E0059007|yes
unuseful|adj|E0232210|unusefulness|noun|E0540192|yes
equieffective|adj|E0518195|equieffectiveness|noun|E0518244|yes
descriptive|adj|E0021989|descriptiveness|noun|E0021990|yes
unfounded|adj|E0063136|unfoundedness|noun|E0556155|yes
needless|adj|E0042107|needlessness|noun|E0226334|yes
superlative|adj|E0320950|superlativeness|noun|E0526926|yes
great|adj|E0030363|greatness|noun|E0030370|yes
evaluative|adj|E0026425|evaluativeness|noun|E0526633|yes
nulliparous|adj|E0043219|nulliparousness|noun|E0537936|yes
nonreal|adj|E0603490|nonrealness|noun|E0603494|yes
noncrowded|adj|E0603619|noncrowdedness|noun|E0603620|yes
alternative|adj|E0008329|alternativeness|noun|E0526683|yes
non-crisp|adj|E0607479|non-crispness|noun|E0607478|yes
mistaken|adj|E0040537|mistakenness|noun|E0540476|yes
mysterious|adj|E0041770|mysteriousness|noun|E0041771|yes
assiduous|adj|E0010843|assiduousness|noun|E0010844|yes
ambiguous|adj|E0008451|ambiguousness|noun|E0513558|yes
ironical|adj|E0421341|ironicalness|noun|E0035873|yes
guiltless|adj|E0030554|guiltlessness|noun|E0229037|yes
colour blind|adj|E0220987|colour blindness|noun|E0017913|yes
inchoate|adj|E0033961|inchoateness|noun|E0033962|yes
unsuccessful|adj|E0063388|unsuccessfulness|noun|E0063390|yes
attentive|adj|E0011114|attentiveness|noun|E0203611|yes
girlish|adj|E0072233|girlishness|noun|E0029782|yes
self-protective|adj|E0530142|self-protectiveness|noun|E0530143|yes
blank|adj|E0013301|blankness|noun|E0538618|yes
critical|adj|E0019789|criticalness|noun|E0233329|yes
controlled|adj|E0018835|controlledness|noun|E0226177|yes
particular|adj|E0045832|particularness|noun|E0559694|yes
eyeless|adj|E0027085|eyelessness|noun|E0229030|yes
discourteous|adj|E0023235|discourteousness|noun|E0023236|yes
level headed|adj|E0624243|level headedness|noun|E0624244|yes
savage|adj|E0054424|savageness|noun|E0054427|yes
non-attractive|adj|E0603251|non-attractiveness|noun|E0603253|yes
tendentious|adj|E0060199|tendentiousness|noun|E0060201|yes
undistinguishable|adj|E0226948|undistinguishableness|noun|E0226949|yes
non-crowded|adj|E0603619|non-crowdedness|noun|E0603620|yes
right-handed|adj|E0053625|right-handedness|noun|E0053626|yes
immunoresponsive|adj|E0233695|immunoresponsiveness|noun|E0233694|yes
severe|adj|E0055474|severeness|noun|E0055476|yes
lawless|adj|E0037032|lawlessness|noun|E0037033|yes
sizeable|adj|E0056120|sizeableness|noun|E0360491|yes
fretful|adj|E0028820|fretfulness|noun|E0233291|yes
numb|adj|E0043225|numbness|noun|E0043229|yes
mechanoresponsive|adj|E0574382|mechanoresponsiveness|noun|E0597105|yes
anxious|adj|E0009842|anxiousness|noun|E0429823|yes
lanuginous|adj|E0036843|lanuginousness|noun|E0587469|yes
acid-fast|adj|E0200013|acid-fastness|noun|E0233274|yes
boundaryless|adj|E0543247|boundarylessness|noun|E0543246|yes
uniform|adj|E0063184|uniformness|noun|E0540785|yes
clear-sighted|adj|E0017294|clear-sightedness|noun|E0017295|yes
glaucous|adj|E0029836|glaucousness|noun|E0587450|yes
preventive|adj|E0049938|preventiveness|noun|E0526984|yes
inextirpable|adj|E0229839|inextirpableness|noun|E0229840|yes
stateless|adj|E0057697|statelessness|noun|E0229087|yes
uninventive|adj|E0556283|uninventiveness|noun|E0526956|yes
glandulous|adj|E0029820|glandulousness|noun|E0587493|yes
resistive|adj|E0052984|resistiveness|noun|E0226225|yes
raw|adj|E0052061|rawness|noun|E0052063|yes
sleeveless|adj|E0056259|sleevelessness|noun|E0229079|yes
tart|adj|E0059955|tartness|noun|E0059963|yes
dopey|adj|E0410189|dopeyness|noun|E0226402|yes
ill-posed|adj|E0221433|ill-posedness|noun|E0338134|yes
self-directed|adj|E0237485|self-directedness|noun|E0237484|yes
shapeless|adj|E0055568|shapelessness|noun|E0055569|yes
clever|adj|E0017328|cleverness|noun|E0017329|yes
moderate|adj|E0040643|moderateness|noun|E0540475|yes
indistinctive|adj|E0526920|indistinctiveness|noun|E0526921|yes
sure|adj|E0059287|sureness|noun|E0059290|yes
supportive|adj|E0059143|supportiveness|noun|E0226143|yes
perverse|adj|E0046976|perverseness|noun|E0046977|yes
hyperresponsive|adj|E0032799|hyperresponsiveness|noun|E0032800|yes
large|adj|E0036867|largeness|noun|E0036869|yes
notorious|adj|E0043117|notoriousness|noun|E0043119|yes
thriftless|adj|E0060766|thriftlessness|noun|E0229095|yes
few|adj|E0331227|fewness|noun|E0221446|yes
recent|adj|E0052178|recentness|noun|E0052180|yes
fine|adj|E0027945|fineness|noun|E0027949|yes
hypertalkative|adj|E0410151|hypertalkativeness|noun|E0556353|yes
wordlike|adj|E0330690|wordlikeness|noun|E0226325|yes
frigid|adj|E0028843|frigidness|noun|E0028845|yes
deliberate|adj|E0021366|deliberateness|noun|E0021369|yes
incomplete|adj|E0034025|incompleteness|noun|E0034027|yes
blackish|adj|E0423776|blackishness|noun|E0423777|yes
primitive|adj|E0050030|primitiveness|noun|E0050031|yes
overambitious|adj|E0222635|overambitiousness|noun|E0222637|yes
noncontemporaneous|adj|E0607483|noncontemporaneousness|noun|E0607484|yes
exquisite|adj|E0026841|exquisiteness|noun|E0026842|yes
nonvitreous|adj|E0537915|nonvitreousness|noun|E0537916|yes
unprotected|adj|E0063328|unprotectedness|noun|E0539871|yes
fleeting|adj|E0028133|fleetingness|noun|E0539903|yes
moist|adj|E0040679|moistness|noun|E0040681|yes
color-blind|adj|E0220987|color-blindness|noun|E0017913|yes
epileptoid|adj|E0439027|epileptoidness|noun|E0556328|yes
compound|adj|E0018205|compoundness|noun|E0559789|yes
squeamish|adj|E0057532|squeamishness|noun|E0057533|yes
cruel|adj|E0019931|cruelness|noun|E0019932|yes
sheepish|adj|E0055596|sheepishness|noun|E0055598|yes
lovable|adj|E0540700|lovableness|noun|E0540703|yes
unimpeachable|adj|E0226952|unimpeachableness|noun|E0226953|yes
English|adj|E0427139|Englishness|noun|E0538614|yes
gentle|adj|E0029619|gentleness|noun|E0029622|yes
garish|adj|E0567831|garishness|noun|E0567832|yes
good-natured|adj|E0030159|good-naturedness|noun|E0030160|yes
effortless|adj|E0024574|effortlessness|noun|E0024575|yes
conspicuous|adj|E0018634|conspicuousness|noun|E0018636|yes
simultaneous|adj|E0055993|simultaneousness|noun|E0055995|yes
communicative|adj|E0018065|communicativeness|noun|E0430073|yes
self-righteous|adj|E0530156|self-righteousness|noun|E0537974|yes
supportless|adj|E0230222|supportlessness|noun|E0556339|yes
osmoresponsive|adj|E0233705|osmoresponsiveness|noun|E0233704|yes
fatuous|adj|E0027421|fatuousness|noun|E0027422|yes
incisive|adj|E0033978|incisiveness|noun|E0033979|yes
wakeful|adj|E0064995|wakefulness|noun|E0064996|yes
napless|adj|E0359652|naplessness|noun|E0229052|yes
somber|adj|E0056726|somberness|noun|E0056727|yes
open-minded|adj|E0237491|open-mindedness|noun|E0237490|yes
wornout|adj|E0587208|wornoutness|noun|E0587212|yes
corporate|adj|E0019101|corporateness|noun|E0540493|yes
factual|adj|E0027173|factualness|noun|E0540802|yes
stiff|adj|E0057926|stiffness|noun|E0057929|yes
stepwise|adj|E0300048|stepwiseness|noun|E0559677|yes
neuroprotective|adj|E0319143|neuroprotectiveness|noun|E0526864|yes
taintless|adj|E0059815|taintlessness|noun|E0229090|yes
featherless|adj|E0359884|featherlessness|noun|E0229033|yes
thornless|adj|E0233672|thornlessness|noun|E0587636|yes
non-assertive|adj|E0222167|non-assertiveness|noun|E0222166|yes
willing|adj|E0065452|willingness|noun|E0065453|yes
cumbersome|adj|E0020106|cumbersomeness|noun|E0540195|yes
comfortless|adj|E0017988|comfortlessness|noun|E0229024|yes
unripe|adj|E0438167|unripeness|noun|E0438168|yes
stable|adj|E0057563|stableness|noun|E0226360|yes
overresponsive|adj|E0233703|overresponsiveness|noun|E0233702|yes
unctuous|adj|E0229917|unctuousness|noun|E0229918|yes
quasirandom|adj|E0521673|quasirandomness|noun|E0521674|yes
glamorous|adj|E0029805|glamorousness|noun|E0587494|yes
sociable|adj|E0056508|sociableness|noun|E0540133|yes
speeded|adj|E0226209|speededness|noun|E0226210|yes
perishable|adj|E0046749|perishableness|noun|E0540117|yes
wrongful|adj|E0065697|wrongfulness|noun|E0065699|yes
round|adj|E0053859|roundness|noun|E0053867|yes
serious-minded|adj|E0564800|serious-mindedness|noun|E0564801|yes
short|adj|E0055691|shortness|noun|E0055701|yes
glorious|adj|E0029921|gloriousness|noun|E0588856|yes
multilevel|adj|E0041307|multilevelness|noun|E0559655|yes
nonnested|adj|E0603030|nonnestedness|noun|E0603031|yes
radical|adj|E0051778|radicalness|noun|E0226347|yes
uncreative|adj|E0526962|uncreativeness|noun|E0526963|yes
sightless|adj|E0055875|sightlessness|noun|E0229078|yes
lurid|adj|E0038264|luridness|noun|E0038265|yes
out|adj|E0044492|outness|noun|E0221454|yes
kindhearted|adj|E0539879|kindheartedness|noun|E0539878|yes
shrewish|adj|E0055747|shrewishness|noun|E0055748|yes
illogical|adj|E0033423|illogicalness|noun|E0033425|yes
interconnective|adj|E0429471|interconnectiveness|noun|E0559656|yes
seedless|adj|E0055012|seedlessness|noun|E0229074|yes
quiet|adj|E0051643|quietness|noun|E0051648|yes
cooperative|adj|E0223350|cooperativeness|noun|E0223351|yes
remorseful|adj|E0052694|remorsefulness|noun|E0052696|yes
efficacious|adj|E0024560|efficaciousness|noun|E0226140|yes
left-eyed|adj|E0588541|left-eyedness|noun|E0588540|yes
sluggish|adj|E0056335|sluggishness|noun|E0056336|yes
non-finite|adj|E0603614|non-finiteness|noun|E0603615|yes
headless|adj|E0030926|headlessness|noun|E0030927|yes
exiguous|adj|E0026646|exiguousness|noun|E0587777|yes
curvaceous|adj|E0230814|curvaceousness|noun|E0233340|yes
fetid|adj|E0027670|fetidness|noun|E0226378|yes
freakish|adj|E0028763|freakishness|noun|E0028764|yes
wingless|adj|E0065478|winglessness|noun|E0229102|yes
overconscientious|adj|E0222674|overconscientiousness|noun|E0222675|yes
meaningless|adj|E0039164|meaninglessness|noun|E0039165|yes
ineffective|adj|E0034280|ineffectiveness|noun|E0034281|yes
oppressive|adj|E0044005|oppressiveness|noun|E0526626|yes
spotless|adj|E0057428|spotlessness|noun|E0229084|yes
opportune|adj|E0043994|opportuneness|noun|E0226227|yes
stranded|adj|E0226211|strandedness|noun|E0226213|yes
nondisruptive|adj|E0526751|nondisruptiveness|noun|E0526752|yes
spineless|adj|E0057176|spinelessness|noun|E0057178|yes
stressless|adj|E0205355|stresslessness|noun|E0229088|yes
engaged|adj|E0539908|engagedness|noun|E0539907|yes
nonselective|adj|E0042912|nonselectiveness|noun|E0526888|yes
slack|adj|E0056207|slackness|noun|E0056210|yes
self-centered|adj|E0368258|self-centeredness|noun|E0368257|yes
conductive|adj|E0018370|conductiveness|noun|E0526646|yes
cardioprotective|adj|E0319330|cardioprotectiveness|noun|E0526647|yes
punitive|adj|E0051200|punitiveness|noun|E0233275|yes
adhesive|adj|E0007355|adhesiveness|noun|E0300125|yes
sore|adj|E0056790|soreness|noun|E0056792|yes
hirsute|adj|E0031711|hirsuteness|noun|E0540268|yes
skewed|adj|E0226207|skewedness|noun|E0226208|yes
nonresponsive|adj|E0419167|nonresponsiveness|noun|E0042908|yes
impressionable|adj|E0033830|impressionableness|noun|E0552667|yes
restful|adj|E0053061|restfulness|noun|E0053062|yes
young|adj|E0065891|youngness|noun|E0065893|yes
luminous|adj|E0038221|luminousness|noun|E0514139|yes
equi-effective|adj|E0518195|equi-effectiveness|noun|E0518244|yes
ovigerous|adj|E0044771|ovigerousness|noun|E0537982|yes
microrough|adj|E0233718|microroughness|noun|E0233717|yes
verbal|adj|E0064332|verbalness|noun|E0556478|yes
manipulative|adj|E0204667|manipulativeness|noun|E0204668|yes
usual|adj|E0063751|usualness|noun|E0540621|yes
mean|adj|E0039157|meanness|noun|E0039166|yes
sorptive|adj|E0523666|sorptiveness|noun|E0526839|yes
nonaffected|adj|E0316720|nonaffectedness|noun|E0559797|yes
discontinuous|adj|E0023220|discontinuousness|noun|E0023221|yes
plentiful|adj|E0048341|plentifulness|noun|E0359667|yes
gracious|adj|E0030207|graciousness|noun|E0030208|yes
awesome|adj|E0011461|awesomeness|noun|E0540198|yes
enduring|adj|E0539891|enduringness|noun|E0539890|yes
extemporaneous|adj|E0026854|extemporaneousness|noun|E0587768|yes
discommodious|adj|E0361586|discommodiousness|noun|E0587760|yes
callow|adj|E0014785|callowness|noun|E0014786|yes
self-corrective|adj|E0586353|self-correctiveness|noun|E0586355|yes
flaccid|adj|E0028042|flaccidness|noun|E0540485|yes
blissful|adj|E0013423|blissfulness|noun|E0013424|yes
nutritious|adj|E0043278|nutritiousness|noun|E0587822|yes
additive|adj|E0007259|additiveness|noun|E0513583|yes
rigid|adj|E0053628|rigidness|noun|E0513564|yes
cursive|adj|E0020185|cursiveness|noun|E0527014|yes
everyday|adj|E0026453|everydayness|noun|E0330303|yes
heartless|adj|E0030969|heartlessness|noun|E0030970|yes
ladylike|adj|E0036765|ladylikeness|noun|E0578369|yes
odoriferous|adj|E0043610|odoriferousness|noun|E0587826|yes
unlimited|adj|E0063278|unlimitedness|noun|E0063279|yes
obsessive compulsive|adj|E0201860|obsessive compulsiveness|noun|E0233277|yes
lugubrious|adj|E0038177|lugubriousness|noun|E0038178|yes
ragged|adj|E0051890|raggedness|noun|E0051891|yes
strained|adj|E0539920|strainedness|noun|E0539919|yes
initiative|adj|E0526665|initiativeness|noun|E0526667|yes
frontoparallel|adj|E0428220|frontoparallelness|noun|E0559762|yes
overanxious|adj|E0204551|overanxiousness|noun|E0226145|yes
non-inert|adj|E0604468|non-inertness|noun|E0604469|yes
blond|adj|E0013442|blondness|noun|E0540486|yes
vengeful|adj|E0064238|vengefulness|noun|E0538073|yes
sharp sighted|adj|E0565276|sharp sightedness|noun|E0565277|yes
inclusive|adj|E0034006|inclusiveness|noun|E0226315|yes
pensive|adj|E0046283|pensiveness|noun|E0046284|yes
parsimonious|adj|E0045804|parsimoniousness|noun|E0045805|yes
grave|adj|E0030336|graveness|noun|E0514167|yes
flightless|adj|E0028155|flightlessness|noun|E0233288|yes
intemperate|adj|E0034947|intemperateness|noun|E0360222|yes
antiinvasive|adj|E0526652|antiinvasiveness|noun|E0526651|yes
deserving|adj|E0233310|deservingness|noun|E0233311|yes
orangish|adj|E0691870|orangishness|noun|E0691871|yes
imperious|adj|E0033748|imperiousness|noun|E0033749|yes
snowblind|adj|E0056474|snowblindness|noun|E0056475|yes
smooth|adj|E0056402|smoothness|noun|E0056405|yes
chemoattractive|adj|E0526704|chemoattractiveness|noun|E0526706|yes
forceful|adj|E0028486|forcefulness|noun|E0028487|yes
incredulous|adj|E0034085|incredulousness|noun|E0587810|yes
neglectful|adj|E0042133|neglectfulness|noun|E0042134|yes
unattractive|adj|E0062922|unattractiveness|noun|E0331612|yes
motionless|adj|E0041080|motionlessness|noun|E0359962|yes
effective|adj|E0024539|effectiveness|noun|E0024541|yes
staunch|adj|E0057737|staunchness|noun|E0057738|yes
obesity-prone|adj|E0698736|obesity-proneness|noun|E0698737|yes
buried|adj|E0514164|buriedness|noun|E0514163|yes
spontaneous|adj|E0057378|spontaneousness|noun|E0057380|yes
colourblind|adj|E0220987|colourblindness|noun|E0017913|yes
non-random|adj|E0042901|non-randomness|noun|E0226230|yes
extroverted|adj|E0027056|extrovertedness|noun|E0559764|yes
unaffected|adj|E0062910|unaffectedness|noun|E0539883|yes
unaware|adj|E0062927|unawareness|noun|E0342407|yes
sluttish|adj|E0360610|sluttishness|noun|E0360611|yes
jobless|adj|E0351170|joblessness|noun|E0351169|yes
related|adj|E0052604|relatedness|noun|E0052605|yes
sinful|adj|E0056011|sinfulness|noun|E0056012|yes
trackless|adj|E0061631|tracklessness|noun|E0229098|yes
odorless|adj|E0043612|odorlessness|noun|E0043613|yes
cold-hearted|adj|E0017770|cold-heartedness|noun|E0017772|yes
explicit|adj|E0026790|explicitness|noun|E0026791|yes
solid|adj|E0056646|solidness|noun|E0056653|yes
brief|adj|E0332934|briefness|noun|E0538067|yes
rabid|adj|E0051708|rabidness|noun|E0565314|yes
distracted|adj|E0023549|distractedness|noun|E0226160|yes
full-blooded|adj|E0587665|full-bloodedness|noun|E0587666|yes
quantum|adj|E0051567|quantumness|noun|E0559646|yes
seasonable|adj|E0360746|seasonableness|noun|E0360745|yes
broad|adj|E0014094|broadness|noun|E0014102|yes
merciless|adj|E0039592|mercilessness|noun|E0229048|yes
queer|adj|E0051603|queerness|noun|E0051604|yes
glum|adj|E0029976|glumness|noun|E0029977|yes
co-operative|adj|E0223350|co-operativeness|noun|E0223351|yes
congruous|adj|E0322104|congruousness|noun|E0588690|yes
nonobtrusive|adj|E0602259|nonobtrusiveness|noun|E0602260|yes
indebted|adj|E0034115|indebtedness|noun|E0034116|yes
shameless|adj|E0055559|shamelessness|noun|E0055561|yes
ingenious|adj|E0034582|ingeniousness|noun|E0537990|yes
scurrilous|adj|E0054829|scurrilousness|noun|E0054830|yes
irresolute|adj|E0035906|irresoluteness|noun|E0537949|yes
curved|adj|E0233743|curvedness|noun|E0233742|yes
muddleheaded|adj|E0563375|muddleheadedness|noun|E0563376|yes
lank|adj|E0036836|lankness|noun|E0036837|yes
unclean|adj|E0343435|uncleanness|noun|E0438135|yes
equitable|adj|E0025960|equitableness|noun|E0025961|yes
specious|adj|E0056961|speciousness|noun|E0056962|yes
meek|adj|E0039320|meekness|noun|E0039321|yes
villainous|adj|E0064606|villainousness|noun|E0537961|yes
ingenuous|adj|E0034584|ingenuousness|noun|E0034585|yes
non-single|adj|E0603338|non-singleness|noun|E0603339|yes
chill|adj|E0016444|chillness|noun|E0537677|yes
unsure|adj|E0205408|unsureness|noun|E0071202|yes
creditable|adj|E0019671|creditableness|noun|E0019672|yes
inadequate|adj|E0033883|inadequateness|noun|E0537953|yes
probative|adj|E0232202|probativeness|noun|E0526983|yes
well-posed|adj|E0221432|well-posedness|noun|E0338133|yes
slothful|adj|E0056319|slothfulness|noun|E0540185|yes
fresh|adj|E0028809|freshness|noun|E0028815|yes
respective|adj|E0053017|respectiveness|noun|E0526973|yes
assortative|adj|E0220302|assortativeness|noun|E0226142|yes
garrulous|adj|E0029324|garrulousness|noun|E0029325|yes
unpreventable|adj|E0226961|unpreventableness|noun|E0226962|yes
censorious|adj|E0568892|censoriousness|noun|E0588695|yes
thoroughgoing|adj|E0229818|thoroughgoingness|noun|E0229819|yes
sour|adj|E0056824|sourness|noun|E0056826|yes
ancient|adj|E0008871|ancientness|noun|E0221443|yes
witless|adj|E0065529|witlessness|noun|E0065530|yes
picturesque|adj|E0047852|picturesqueness|noun|E0047853|yes
filmless|adj|E0236981|filmlessness|noun|E0546482|yes
digestive|adj|E0022697|digestiveness|noun|E0527009|yes
complete|adj|E0018156|completeness|noun|E0018159|yes
unconnected|adj|E0312740|unconnectedness|noun|E0538131|yes
regretful|adj|E0052533|regretfulness|noun|E0052534|yes
meaningful|adj|E0039162|meaningfulness|noun|E0039163|yes
lissome|adj|E0037782|lissomeness|noun|E0037783|yes
ordered|adj|E0560155|orderedness|noun|E0560154|yes
ageless|adj|E0007745|agelessness|noun|E0007746|yes
numinous|adj|E0043239|numinousness|noun|E0043240|yes
gustative|adj|E0229901|gustativeness|noun|E0229902|yes
demanding|adj|E0021452|demandingness|noun|E0226321|yes
wan|adj|E0065019|wanness|noun|E0065033|yes
brokenhearted|adj|E0014116|brokenheartedness|noun|E0690403|yes
laxative|adj|E0037040|laxativeness|noun|E0526992|yes
semiconscious|adj|E0341854|semiconsciousness|noun|E0433398|yes
prescriptive|adj|E0049829|prescriptiveness|noun|E0526643|yes
stern|adj|E0057869|sternness|noun|E0057879|yes
manageable|adj|E0038773|manageableness|noun|E0359944|yes
hapless|adj|E0030800|haplessness|noun|E0229039|yes
specific|adj|E0056947|specificness|noun|E0226329|yes
insatiable|adj|E0034757|insatiableness|noun|E0034758|yes
